RN	JH	CSRQ	JCDM	CW	YQMC	YQXH	JSXH	ZRYL	JDDS1	JDDS2	YCZMC	XCH	XFCH	DYCZMC	DXCH	DXFCH	HD	YXHD	ZRL	ZRBFS	TZBZ	BZ	HZJH	CH
2420	B1-3-D54	2005/10/31	502	S214B			1	7.4	929	929.6	S2	14B					0.6	0.5	0.44	10.98	0		B1-3-D54	
2421	B1-3-D54	2005/10/31	502	"P2*1C,*1B"			6	7.4	1004.8	1006.1	P2	"*1C,*1B"					1.3	0	0.29	7.13	0		B1-3-D54	
2422	B1-3-D54	2005/10/31	502	P2*2B-P22C			7	7.4	1007.9	1009.7	P2	*2B		P2	2C		1	0.6	0.51	12.72	0		B1-3-D54	
2423	B1-3-D54	2005/10/31	502	P17A			4	7.4	997	998.2	P1	7A					1.2	1.1	0.17	4.24	0		B1-3-D54	
2424	B1-3-D54	2005/10/31	502	P1*4A-P14B			2	7.4	988.5	991.1	P1	*4A		P1	4B		2.2	0.4	1.19	29.87	0		B1-3-D54	
2425	B1-3-D54	2005/10/31	502	P17B			5	7.4	1000.5	1002	P1	7B					1.5	1.2	0.46	11.56	0		B1-3-D54	
2426	B1-3-D54	2005/10/31	502	"P23B,*3B,*10B"			9	7.4	1011.8	1013	P2	"3B,*3B,*10B"					1.2	0	0.43	10.79	0		B1-3-D54	
2427	B1-3-D54	2005/10/31	502	P23A			8	7.4	1010.1	1010.8	P2	3A					0.7	0.4	0.42	10.4	0		B1-3-D54	
2428	B1-3-D54	2005/10/31	502	P1*6A			3	7.4	993.2	994.7	P1	*6A					1.5	0.4	0.09	2.31	0		B1-3-D54	
3780	B1-3-D54	2007/2/7	502	S214B			1	6.5	929	929.6	S2	14B					0.6	0.5	1.05	29.08	0		B1-3-D54	
3781	B1-3-D54	2007/2/7	502	P1*4A-P14B			3	6.5	988.5	991.1	P1	*4A		P1	4B		2.2	0.4	0.39	10.97	0		B1-3-D54	
3782	B1-3-D54	2007/2/7	502	P22C-P23A			8	6.5	1009.1	1010.8	P2	2C		P2	3A		1.3	0.8	0.35	9.69	0		B1-3-D54	
3783	B1-3-D54	2007/2/7	502	"P23B,*3B,*10B"			9	6.5	1011.8	1013	P2	"3B,*3B,*10B"					1.2	0	0.07	2.04	0		B1-3-D54	
3784	B1-3-D54	2007/2/7	502	"P2*1C,*1B"			7	6.5	1004.8	1006.1	P2	"*1C,*1B"					1.3	0	0.28	7.91	0		B1-3-D54	
3785	B1-3-D54	2007/2/7	502	S3*2B-S33A			2	6.5	940.4	942.3	S3	*2B		S3	3A		1.4	0.2	0.16	4.34	0		B1-3-D54	
3786	B1-3-D54	2007/2/7	502	P17A			5	6.5	997	998.2	P1	7A					1.2	1.1	0.51	14.16	0		B1-3-D54	
3787	B1-3-D54	2007/2/7	502	P17B			6	6.5	1000.5	1002	P1	7B					1.5	1.2	0.35	9.82	0		B1-3-D54	
3788	B1-3-D54	2007/2/7	502	P1*6A			4	6.5	993.2	994.7	P1	*6A					1.5	0.4	0.43	11.99	0		B1-3-D54	
4412	B1-3-D54	2008/11/15	502	P14B	五参数组合测井仪	MP38-85E	1	11.6	990.4	991.1	P1	4B					0.7	0	12	12.81	0		B1-3-D54	
4413	B1-3-D54	2008/11/15	502	P16A	五参数组合测井仪	MP38-85E	2	11.6	993.2	994.7	P1	6A		P1	4B		1.5	0	29	29.18	0		B1-3-D54	
4414	B1-3-D54	2008/11/15	502	"P21C,1B"	五参数组合测井仪	MP38-85E	4	11.6	1004.8	1006.1	P2	"1C,1B"					1.3	0	16	16.89	0		B1-3-D54	
4415	B1-3-D54	2008/11/15	502	P17B	五参数组合测井仪	MP38-85E	3	11.6	1000.5	1002	P1	7B					1.5	1.2	41	41.12	0		B1-3-D54	
4624	B1-3-D54	2009/5/8	502	P14A	五参数组合测井仪	SC-CZ-IIB	1	10.4	988.5	990	P1	4A					1.5	0	12	12.43	0		B1-3-D54	
4625	B1-3-D54	2009/5/8	502	P16A	五参数组合测井仪	SC-CZ-IIB	2	10.4	993.2	994.7	P1	6A					1.5	0	11	11.06	0		B1-3-D54	
4626	B1-3-D54	2009/5/8	502	"P21C,1B"	五参数组合测井仪	SC-CZ-IIB	5	10.4	1004.8	1006.1	P2	"1C,1B"					1.3	0	26	26.59	0		B1-3-D54	
4627	B1-3-D54	2009/5/8	502	P17B	五参数组合测井仪	SC-CZ-IIB	4	10.4	1000.5	1002	P1	7B					1.5	1.2	27	27.11	0		B1-3-D54	
4628	B1-3-D54	2009/5/8	502	P17A	五参数组合测井仪	SC-CZ-IIB	3	10.4	997	998.2	P1	7A					1.2	1.1	22	22.8	0		B1-3-D54	
6325	B1-3-D54	2011/4/8	502	P14A	五参数组合测井仪	MP38-85E	1	10.4	988.5	990	P1	4A					1.5	0	47.24	35.79			B1-3-D54	
6326	B1-3-D54	2011/4/8	502	P17B	五参数组合测井仪	MP38-85E	2	10.4	1000.5	1002	P1	7B					1.5	1.2	7.58	5.74			B1-3-D54	
6327	B1-3-D54	2011/4/8	502	"P21C,1B"	五参数组合测井仪	MP38-85E	3	10.4	1004.8	1006.1	P2	"1C,1B"					1.3	0	13.56	10.27			B1-3-D54	
6328	B1-3-D54	2011/4/8	502	P22B	五参数组合测井仪	MP38-85E	4	10.4	1007.9	1008.3	P2	2B					0.4	0	63.62	48.2			B1-3-D54	
2429	B1-3-D55	2005/1/24	502	萨Ⅰ2-3			1	6.5	902.6	903.8	萨	2-3					1.2	0	0.13	4.04	0		B1-3-D55	
2430	B1-3-D55	2005/1/24	502	葡Ⅱ2			7	6.5	1015.6	1016.2	葡	2					0.6	0.4	0.37	11.35	0		B1-3-D55	
2431	B1-3-D55	2005/1/24	502	葡Ⅱ3-4			9	6.5	1020.6	1021.7	葡	3-4					1.1	0.2	0.08	2.5	0		B1-3-D55	
2432	B1-3-D55	2005/1/24	502	葡Ⅱ4-5-葡Ⅱ5			10	6.5	1023	1026.3	葡	4-5		葡	5		2.1	0.5	1.07	32.88	0		B1-3-D55	
2433	B1-3-D55	2005/1/24	502	葡Ⅱ2-3			8	6.5	1016.8	1019	葡	2-3					2.2	1	0.61	18.85	0		B1-3-D55	
2434	B1-3-D55	2005/1/24	502	萨Ⅱ9			6	6.5	970	970.4	萨	9					0.4	0	0.12	3.65	0		B1-3-D55	
2435	B1-3-D55	2005/1/24	502	萨Ⅰ4-16-萨Ⅰ15+16			3	6.5	936.2	940.7	萨	4-16		萨	15+16		4.1	8	0.57	17.69	0		B1-3-D55	
2436	B1-3-D55	2005/1/24	502	萨Ⅰ3-4.4			2	6.5	905.2	908	萨	3-4.4					2.8	1.1	0.06	1.73	0		B1-3-D55	
2437	B1-3-D55	2005/1/24	502	萨Ⅱ8			5	6.5	963.6	965.8	萨	8					2.2	1.3	0.11	3.46	0		B1-3-D55	
2438	B1-3-D55	2005/1/24	502	萨Ⅱ3			4	6.5	951.4	954	萨	3					2.6	0.2	0.13	3.85	0		B1-3-D55	
2439	B1-3-D55	2005/10/31	502	P22			1	9.9	1015.5	1016.1	P2	2					0.6	0.4	0.73	20.74	0		B1-3-D55	
2440	B1-3-D55	2005/10/31	502	"P24-5,*4-5"			3	9.9	1022.8	1024.5	P2	"4-5,*4-5"					1.7	0	0.38	10.74	0		B1-3-D55	
2441	B1-3-D55	2005/10/31	502	P2*5			4	9.9	1025.7	1026.1	P2	*5					0.4	0	0.35	10	0		B1-3-D55	
2442	B1-3-D55	2005/10/31	502	P2*2-3-P23A			2	9.9	1016.6	1019.8	P2	*2-3		P2	3A		2.8	1.6	2.05	58.52	0		B1-3-D55	
3340	B1-3-D55	2007/2/7	502	"P2*1B,1A"			1	9.5	1011.1	1013.5	P2	"*1B,1A"					2.4	0.4	0.41	12.88	0		B1-3-D55	
3341	B1-3-D55	2007/2/7	502	P2*3B			4	9.5	1020.5	1021.5	P2	*3B					1	0	0.11	3.56	0		B1-3-D55	
3342	B1-3-D55	2007/2/7	502	P2*2-3-P23A			3	9.5	1016.6	1019.8	P2	*2-3		P2	3A		2.8	1.6	0.95	29.66	0		B1-3-D55	
3343	B1-3-D55	2007/2/7	502	P22			2	9.5	1015.5	1016.1	P2	2					0.6	0.4	0.77	24.07	0		B1-3-D55	
3344	B1-3-D55	2007/2/7	502	P27B			6	9.5	1030.4	1031.4	P2	7B					1	1	0.44	13.9	0		B1-3-D55	
3345	B1-3-D55	2007/2/7	502	"P24-5,*4-5"			5	9.5	1022.8	1024.5	P2	"4-5,*4-5"					1.7	0	0.51	15.93	0		B1-3-D55	
4629	B1-3-D55	2009/5/8	502	S22-3	五参数组合测井仪	SC-CZ-IIB	1	7.5	902.6	903.8	S2	2-3					1.2	0	13	25.34	0		B1-3-D55	
4630	B1-3-D55	2009/5/8	502	"S24B,4A"	五参数组合测井仪	SC-CZ-IIB	2	7.5	905.2	908	S2	"4B,4A"					2.8	0.2	21	39.48	0		B1-3-D55	
4631	B1-3-D55	2009/5/8	502	P22-3	五参数组合测井仪	SC-CZ-IIB	3	7.5	1016.6	1018.8	P2	2-3					2.2	0	19	35.18	0		B1-3-D55	
6386	B1-3-D55	2011/4/25	502	P22	五参数组合测井仪	MP38-85-CS	1	11	1015.5	1018.8	P2	2		P2	2-3		3.3	0.4	34.21	42.23			B1-3-D55	
6387	B1-3-D55	2011/4/25	502	P23A	五参数组合测井仪	MP38-85-CS	2	11	1019.2	1019.8	P2	3A					0.6	0.6	18.09	22.33			B1-3-D55	
6388	B1-3-D55	2011/4/25	502	P23B	五参数组合测井仪	MP38-85-CS	3	11	1020.5	1021.5	P2	3B					1	0	14.83	18.31			B1-3-D55	
6389	B1-3-D55	2011/4/25	502	P24-5	五参数组合测井仪	MP38-85-CS	4	11	1022.8	1024.5	P2	4-5					1.7	0.5	2.88	3.55			B1-3-D55	
6390	B1-3-D55	2011/4/25	502	P27B	五参数组合测井仪	MP38-85-CS	5	11	1030.4	1031.4	P2	7B					1	1	11	13.58			B1-3-D55	
7489	B1-3-D55	2011/10/16	502	S2*2-3			1	9.1	902.6	903.8	S2	2-3					1.2	0	1.95	2.44			B1-3-D55	
7490	B1-3-D55	2011/10/16	502	"S23-4,4"			2	9.1	905.2	908	S2	"4B,4A"					2.8	1.3	38.14	47.67			B1-3-D55	
7491	B1-3-D55	2011/10/16	502	P22			3	9.1	1015.5	1016.1	P2	2					0.6	0.4	10.46	13.08			B1-3-D55	
7492	B1-3-D55	2011/10/16	502	P22-3			4	9.1	1016.6	1018.8	P2	2-3					2.2	1	16.95	21.19			B1-3-D55	
7493	B1-3-D55	2011/10/16	502	P23			5	9.1	1019.2	1019.8	P2	3A					0.6	0.6	10.7	13.37			B1-3-D55	
7494	B1-3-D55	2011/10/16	502	P23-4			6	9.1	1020.5	1021.5	P2	3B					1	0.2	1.8	2.25			B1-3-D55	
1295	B1-3-D56	2003/6/8	502	"S29-S2*10,10"			1	8	930.6	935.4	S2	9		S2	"*10,10"		4.2	2.7	93.55	77.31	0		B1-3-D56	
1296	B1-3-D56	2003/6/8	502	S3*9			3	8	979.6	982.5	S3	*9					2.9	1.8	16.37	13.53	0		B1-3-D56	
1297	B1-3-D56	2003/6/8	502	S33A			2	8	960.4	961.6	S3	3A					1.2	1	11.07	9.15	0		B1-3-D56	
2443	B1-3-D56	2005/3/3	502	葡Ⅱ10			1	7.2	1045.6	1049	葡	10					3.4	0.4	2.3	100	0		B1-3-D56	
3346	B1-3-D56	2007/2/8	502	P17A-P17B			1	7.6	1015.8	1017.9	P1	7A		P1	7B		1.6	0	0.15	6.33	0		B1-3-D56	
3347	B1-3-D56	2007/2/8	502	P21A-P21B			2	7.6	1019.3	1020.7	P2	1A		P2	1B		0.9	0	0.09	3.87	0		B1-3-D56	
3348	B1-3-D56	2007/2/8	502	P25			5	7.6	1033.3	1033.7	P2	5					0.4	0	0.44	18.28	0		B1-3-D56	
3349	B1-3-D56	2007/2/8	502	P2*4-5			4	7.6	1031.2	1032.4	P2	*4-5					1.2	0	0.62	26.01	0		B1-3-D56	
3350	B1-3-D56	2007/2/8	502	P2*10A			6	7.6	1045.6	1048.9	P2	*10A					3.3	0	0.22	8.96	0		B1-3-D56	
3351	B1-3-D56	2007/2/8	502	P24			3	7.6	1030.1	1030.7	P2	4					0.6	0.4	0.88	36.56	0		B1-3-D56	
4943	B1-3-D56	2009/5/24	502	P24	五参数组合测井仪	MP38-85-CSL	1	8.8	1030.1	1030.7	P2	4					0.6	0.4	13	25.23	0		B1-3-D56	
4944	B1-3-D56	2009/5/24	502	P210A	五参数组合测井仪	MP38-85-CSL	4	8.8	1045.6	1048.9	P2	10A					3.3	0	28	52.09	0		B1-3-D56	
4945	B1-3-D56	2009/5/24	502	P24-5	五参数组合测井仪	MP38-85-CSL	2	8.8	1031.2	1032.4	P2	4-5					1.2	0	8	15.45	0		B1-3-D56	
4946	B1-3-D56	2009/5/24	502	P25	五参数组合测井仪	MP38-85-CSL	3	8.8	1033.3	1033.7	P2	5					0.4	0	3	7.23	0		B1-3-D56	
6195	B1-3-D56	2011/4/8	502	P24	五参数组合测井仪	MP38-85E	1	7.9	1030.1	1030.7	P2	4					0.6	0.4	19.28	35.7			B1-3-D56	
6196	B1-3-D56	2011/4/8	502	P24-5	五参数组合测井仪	MP38-85E	2	7.9	1031.2	1032.4	P2	4-5					1.2	0	23	42.59			B1-3-D56	
6197	B1-3-D56	2011/4/8	502	P25	五参数组合测井仪	MP38-85E	3	7.9	1033.3	1033.7	P2	5					0.4	0	11.72	21.71			B1-3-D56	
8932	B1-3-D56	2016/4/14	502	S33A			1	11.6	960.4	961.6	S3	3A					1.2	1	30.41	17.28			B1-3-D56	
8933	B1-3-D56	2016/4/14	502	S39			2	11.6	979.6	982.5	S3	9					2.9	0	12.97	7.37			B1-3-D56	
8934	B1-3-D56	2016/4/14	502	P16A～P16B			3	11.6	1010.5	1013.8	P1	6A		P1	6B		3.3	1.9	49.65	28.21			B1-3-D56	
8935	B1-3-D56	2016/4/14	502	P17A			4	11.6	1015.8	1017	P1	7A					1.2	0	11.95	6.79			B1-3-D56	
8936	B1-3-D56	2016/4/14	502	P210A			5	11.6	1045.6	1048.9	P2	10A					3.3	0	71.02	40.35			B1-3-D56	
1210	B1-3-D57	2002/11/28	502	S35+6A			3	11.5	978.4	978.9	S3	5+6A					0.5	0.5	0.59	9.11	0		B1-3-D57	
1298	B1-3-D57	2002/11/28	502	P17			5	11.5	1028	1030.4	P1	7					2.4	2	2.22	34.21	0		B1-3-D57	
1299	B1-3-D57	2002/11/28	502	P2*8			9	11.5	1052.5	1053.7	P2	*8					1.2	0	0.26	4	0		B1-3-D57	
1300	B1-3-D57	2002/11/28	502	P22A			6	11.5	1034.2	1035.2	P2	2A					1	0.7	1.48	22.7	0		B1-3-D57	
1301	B1-3-D57	2002/11/28	502	"P24A,*4B,4B"			7	11.5	1042.1	1043.4	P2	"4A,*4B,4B"					1.3	0.4	1.39	21.42	0		B1-3-D57	
1302	B1-3-D57	2002/11/28	502	P27-8			8	11.5	1050.6	1051.4	P2	7-8					0.8	0	0.19	2.96	0		B1-3-D57	
1303	B1-3-D57	2002/11/28	502	S213			1	11.5	952.4	953.6	S2	13					1.2	0.9	0.11	1.68	0		B1-3-D57	
1304	B1-3-D57	2002/11/28	502	S3*10			4	11.5	996.3	996.8	S3	*10					0.5	0	0.16	2.48	0		B1-3-D57	
1305	B1-3-D57	2002/11/28	502	S33A			2	11.5	969.9	970.5	S3	3A					0.6	0.2	0.09	1.44	0		B1-3-D57	
2444	B1-3-D57	2005/1/23	502	葡Ⅰ7			1	10	1028	1030.4	葡	7					2.4	2	0.84	27.87	0		B1-3-D57	
2445	B1-3-D57	2005/1/23	502	葡Ⅱ2\1			2	10	1034.2	1035.2	葡	2\1					1	0.7	1.43	47.61	0		B1-3-D57	
2446	B1-3-D57	2005/1/23	502	葡Ⅱ8			5	10	1052.5	1053.7	葡	8					1.2	0	0.05	1.53	0		B1-3-D57	
2447	B1-3-D57	2005/1/23	502	"葡Ⅱ4,4"			3	10	1042.1	1043.4	葡	"4,4"					1.3	0.4	0.47	15.56	0		B1-3-D57	
2448	B1-3-D57	2005/1/23	502	"葡Ⅱ10,10"			7	10	1058	1060.5	葡	"10,10"					2.5	0.2	0.08	2.54	0		B1-3-D57	
2449	B1-3-D57	2005/1/23	502	葡Ⅱ9			6	10	1055.5	1055.9	葡	9					0.4	0.2	0.05	1.53	0		B1-3-D57	
2450	B1-3-D57	2005/1/23	502	葡Ⅱ8			4	10	1050.6	1051.4	葡	8					0.8	0	0.1	3.36	0		B1-3-D57	
2451	B1-3-D57	2006/4/4	502	葡Ⅱ2\1			1	7.4	1034.2	1035.2	葡	2\1					1	0.7	0.51	17.07	0		B1-3-D57	
2452	B1-3-D57	2006/4/4	502	"葡Ⅱ4,4"			2	7.4	1042.1	1043.4	葡	"4,4"					1.3	0.4	0.63	20.84	0		B1-3-D57	
2453	B1-3-D57	2006/4/4	502	葡Ⅱ8			3	7.4	1050.6	1053.7	葡	8		葡	8		2	0	0.98	32.57	0		B1-3-D57	
2454	B1-3-D57	2006/4/4	502	葡Ⅱ9			4	7.4	1055.5	1055.9	葡	9					0.4	0.2	0.37	12.46	0		B1-3-D57	
2455	B1-3-D57	2006/4/4	502	"葡Ⅱ10,10"			5	7.4	1058	1060.5	葡	"10,10"					2.5	0.2	0.51	17.07	0		B1-3-D57	
4167	B1-3-D57	2008/5/12	502	"P24B,*4B,4A"	五参数组合测井仪	MP38-85-CSL	1	9	1042.1	1043.4	P2	"4B,*4B,4A"					1.3	0	22	31.59	0		B1-3-D57	
4168	B1-3-D57	2008/5/12	502	P27-8	五参数组合测井仪	MP38-85-CSL	2	9	1050.6	1051.4	P2	7-8					0.8	0	22	31.41	0		B1-3-D57	
4169	B1-3-D57	2008/5/12	502	P29	五参数组合测井仪	MP38-85-CSL	3	9	1055.5	1055.9	P2	9					0.4	0	26	37	0		B1-3-D57	
5637	B1-3-D57	2010/5/27	502	P22A	五参数组合测井仪	MP38-125E	1	8.3	1034.2	1035.2	P2	2A					1	0.7	24.88	41.47	0		B1-3-D57	
5638	B1-3-D57	2010/5/27	502	"P24B,*4B,4A"	五参数组合测井仪	MP38-125E	2	8.3	1042.1	1043.4	P2	"4B,*4B,4A"					1.3	0.4	16.24	27.07	0		B1-3-D57	
5639	B1-3-D57	2010/5/27	502	P27-8	五参数组合测井仪	MP38-125E	3	8.3	1050.6	1051.4	P2	7-8					0.8	0	18.88	31.47	0		B1-3-D57	
5828	B1-3-D57	2010/9/22	502	P22A	五参数组合测井仪	MP38-85E	1	10.6	1034.2	1035.2	P2	2A					1	0.7	61.32	85.17			B1-3-D57	
5829	B1-3-D57	2010/9/22	502	"P24B,*4B,4A"	五参数组合测井仪	MP38-85E	2	10.6	1042.1	1043.4	P2	"4B,*4B,4A"					1.3	0.4	10.49	14.57			B1-3-D57	
5830	B1-3-D57	2010/9/22	502	P2*8	五参数组合测井仪	MP38-85E	3	10.6	1052.5	1053.7	P2	*8					1.2	0	0.19	0.26			B1-3-D57	
6320	B1-3-D57	2011/4/8	502	P27-8	五参数组合测井仪	MP38-85E	3	12	1050.6	1050.93							0.3	0	5.1	7.18			B1-3-D57	
6321	B1-3-D57	2011/4/8	502	P27-8	五参数组合测井仪	MP38-85E	4	12	1050.93	1051.4							0.5	0	0.01	0.01			B1-3-D57	
6322	B1-3-D57	2011/4/8	502	P2*8	五参数组合测井仪	MP38-85E	5	12	1052.5	1053.7	P2	*8					1.2	0	22.82	32.14			B1-3-D57	
6323	B1-3-D57	2011/4/8	502	P22A	五参数组合测井仪	MP38-85E	1	12	1034.2	1035.2	P2	2A					1	0.7	25.67	36.15			B1-3-D57	
6324	B1-3-D57	2011/4/8	502	"P24B,*4B,4A"	五参数组合测井仪	MP38-85E	2	12	1042.1	1043.4	P2	"4B,*4B,4A"					1.3	0.4	17.42	24.53			B1-3-D57	
7508	B1-3-D57	2011/10/14	502	P2*1			1	11.3	1032.1	1032.7	P2	*1B					0.6	0	2.46	2.46			B1-3-D57	
7509	B1-3-D57	2011/10/14	502	P22(1)			2	11.3	1034.2	1035.2	P2	2A					1	0.7	82.38	82.38			B1-3-D57	
7510	B1-3-D57	2011/10/14	502	"P24,4"			3	11.3	1042.1	1043.4	P2	"4B,*4B,4A"					1.3	0.4	8.77	8.77			B1-3-D57	
7511	B1-3-D57	2011/10/14	502	"P210,10"			4	11.3	1058	1060.5	P2	"*10C,10B"					2.5	0.2	6.4	6.4			B1-3-D57	
1211	B1-3-D58	2003/6/6	502	P1*7B			2	10.2	1040.4	1043.6	P1	*7B					3.2	0.9	0.79	17.18	0		B1-3-D58	
1212	B1-3-D58	2003/6/6	502	P2*1A			3	10.2	1044.6	1045.2	P2	*1A					0.6	0	0.24	5.19	0		B1-3-D58	
1213	B1-3-D58	2003/6/6	502	P2*1B			4	10.2	1045.9	1047.1	P2	*1B					1.2	0.4	0.9	19.53	0		B1-3-D58	
1214	B1-3-D58	2003/6/6	502	P210A			5	10.2	1071.1	1071.7	P2	10A					0.6	0.2	0.85	18.42	0		B1-3-D58	
1215	B1-3-D58	2003/6/6	502	S212-13			1	10.2	960	964	S2	12-13					4	3.5	1.83	39.68	0		B1-3-D58	
2456	B1-3-D58	2005/3/8	502	莎Ⅱ12-13			1	6.97	960	964	莎	12-13					4	0.9	0.68	29.68	0		B1-3-D58	
2457	B1-3-D58	2005/3/8	502	葡Ⅱ5			5	6.97	1057.5	1058.1	葡	5					0.6	0	0.2	8.71	0		B1-3-D58	
2458	B1-3-D58	2005/3/8	502	葡Ⅱ1			3	6.97	1044.6	1045.2	葡	1					0.6	0	0.04	1.94	0		B1-3-D58	
2459	B1-3-D58	2005/3/8	502	葡Ⅱ1			4	6.97	1045.9	1047.1	葡	1					1.2	0.4	0.54	23.55	0		B1-3-D58	
2460	B1-3-D58	2005/3/8	502	葡Ⅰ7			2	6.97	1040.4	1043.6	葡	7					3.2	0	0.83	36.13	0		B1-3-D58	
2461	B1-3-D58	2006/4/5	502	P25A			1	7.26	1057.5	1058.1	P2	5A					0.6	0	0.52	23.81	0		B1-3-D58	
2462	B1-3-D58	2006/4/5	502	P210B			3	7.26	1073.2	1074.6	P2	10B					1.4	0.4	0.76	34.63	0		B1-3-D58	
2463	B1-3-D58	2006/4/5	502	P210A			2	7.26	1071.1	1071.7	P2	10A					0.6	0.2	0.91	41.56	0		B1-3-D58	
4082	B1-3-D58	2007/11/11	502	P25A			1	10.3	1057.5	1058.1	P2	5A					0.6	0	21	41.93	0		B1-3-D58	
4083	B1-3-D58	2007/11/11	502	P210A			2	10.3	1071.1	1071.7	P2	10A					0.6	0.4	30	58.07	0		B1-3-D58	
5298	B1-3-D58	2009/11/6	502	P25A	五参数组合测井仪	2005027	1	10.3	1057.5	1058.1	P2	5A					0.6	0	17.57	35.13	0		B1-3-D58	
5299	B1-3-D58	2009/11/6	502	P210B	五参数组合测井仪	2005027	3	10.3	1073.2	1074.6	P2	10B					1.4	0.4	17.11	34.22	0		B1-3-D58	
5300	B1-3-D58	2009/11/6	502	P25B	五参数组合测井仪	2005027	2	10.3	1058.5	1058.9	P2	5B					0.4	0	15.32	30.65	0		B1-3-D58	
6289	B1-3-D58	2011/4/13	502	P25A	五参数组合测井仪	MP38-85E	1	12	1057.5	1058.1	P2	5A					0.6	0	5.93	11.4			B1-3-D58	
6290	B1-3-D58	2011/4/13	502	P25B	五参数组合测井仪	MP38-85E	2	12	1058.5	1058.9	P2	5B					0.4	0	9.57	18.4			B1-3-D58	
6291	B1-3-D58	2011/4/13	502	P210B	五参数组合测井仪	MP38-85E	3	12	1073.2	1074.6	P2	10B					1.4	0.4	36.5	70.2			B1-3-D58	
10446	B1-3-D58	2017/3/16	502	P25A～P25B		MP38B-YCGWY4+X	1	12.7	1057.5	1058.9	P2	5A		P2	5B		1.4	0	63.01	90.02			B1-3-D58	
10447	B1-3-D58	2017/3/16	502	P210A		MP38B-YCGWY4+X	2	12.7	1071.1	1071.7	P2	10A					0.6	0.2	6.99	9.98			B1-3-D58	
11245	B1-3-D58	2018/4/3	502	S210～S211A			1	11.6	956.5	958.3	S2	10		S2	11A		1.8	0.3	10.96	11.54			B1-3-D58	
11246	B1-3-D58	2018/4/3	502	S212-13			2	11.6	960	964	S2	12-13					4	0	19.58	20.61			B1-3-D58	
11247	B1-3-D58	2018/4/3	502	P25A～P25B			3	11.6	1057.5	1058.9	P2	5A		P2	5B		1.4	0	36.46	38.38			B1-3-D58	
11248	B1-3-D58	2018/4/3	502	P210A			4	11.6	1071.1	1071.7	P2	10A					0.6	0.2	28	29.47			B1-3-D58	
2464	B1-3-D59	2005/1/27	502	萨Ⅲ8			1	10.4	1083.7	1084.3	萨	8					0.6	0.2	0.12	5.41	0		B1-3-D59	
2465	B1-3-D59	2005/1/27	502	"萨Ⅲ10,*10"			3	10.4	1091.6	1094.7	萨	"10,*10"					3.1	0.6	2.09	92.72	0		B1-3-D59	
2466	B1-3-D59	2005/1/27	502	萨Ⅲ9			2	10.4	1088.5	1090.2	萨	9					1.7	0.8	0.04	1.87	0		B1-3-D59	
3789	B1-3-D59	2007/9/28	502	P2*8A	SMP300	21132	1	8.9	1082.5	1083.1	P2	*8A					0.6	0.2	3	7.47	0		B1-3-D59	
3790	B1-3-D59	2007/9/28	502	P28B	SMP300	21132	2	8.9	1083.7	1084.3	P2	8B					0.6	0	6	14.48	0		B1-3-D59	
3791	B1-3-D59	2007/9/28	502	P2*8-9	SMP300	21132	4	8.9	1086.4	1087.7	P2	*8-9					1.3	0.8	11	24.36	0		B1-3-D59	
3792	B1-3-D59	2007/9/28	502	"P2*10B,*10A"	SMP300	21132	6	8.9	1091.6	1094.7							3.1	0	13	29.02	0		B1-3-D59	
3793	B1-3-D59	2007/9/28	502	P2*8C	SMP300	21132	3	8.9	1084.9	1085.3	P2	*8C					0.4	0.8	5	12.92	0		B1-3-D59	
3794	B1-3-D59	2007/9/28	502	P2*9	SMP300	21132	5	8.9	1088.5	1090.2	P2	*9					1.7	0.6	5	11.75	0		B1-3-D59	
4947	B1-3-D59	2009/5/8	502	P29	五参数组合测井仪	MP38-125E	1	8.9	1088.5	1090.2	P2	9					1.7	0	13	26.37	0		B1-3-D59	
4948	B1-3-D59	2009/5/8	502	"P210B,10A"	五参数组合测井仪	MP38-125E	3	8.9	1092.85	1093.83							1	0	11	23.53	0		B1-3-D59	
4949	B1-3-D59	2009/5/8	502	"P210B,10A"	五参数组合测井仪	MP38-125E	4	8.9	1093.83	1094.7							0.9	0	14	29.18	0		B1-3-D59	
4950	B1-3-D59	2009/5/8	502	"P210B,10A"	五参数组合测井仪	MP38-125E	2	8.9	1091.6	1092.85							1.3	0	10	20.91	0		B1-3-D59	
6283	B1-3-D59	2011/4/13	502	P28A	五参数组合测井仪	MP38-85E	1	10.1	1082.5	1083.1	P2	8A					0.6	0	6.68	12.84			B1-3-D59	
6284	B1-3-D59	2011/4/13	502	P28B	五参数组合测井仪	MP38-85E	2	10.1	1083.7	1084.3	P2	8B					0.6	0.2	5.75	11.06			B1-3-D59	
6285	B1-3-D59	2011/4/13	502	P28C	五参数组合测井仪	MP38-85E	3	10.1	1084.9	1087.7	P2	8C		P2	8-9		2.8	0	6.9	13.27			B1-3-D59	
6286	B1-3-D59	2011/4/13	502	P29	五参数组合测井仪	MP38-85E	4	10.1	1088.5	1090.2	P2	9					1.7	0	12.5	24.03			B1-3-D59	
6287	B1-3-D59	2011/4/13	502	"P210B,10A"	五参数组合测井仪	MP38-85E	5	10.1	1091.6	1092.18							0.6	0	2.51	4.83			B1-3-D59	
6288	B1-3-D59	2011/4/13	502	"P210B,10A"	五参数组合测井仪	MP38-85E	6	10.1	1092.18	1094.7							2.5	0	17.66	33.97			B1-3-D59	
